Village,Taluka,Area_Acre,Soil_Type,Soil_Quality_Score,Land_Type,Irrigated,Road_Touch,Road_Width_Ft,Distance_To_Highway_KM,Water_Source,Number_Of_Owners,Unknown_Registrations,Takeover_Risk,Avg_Price_Per_Acre_Nearby,Price_Per_Acre
Wadangali,Sinnar,19.44,Red,6,Residential,0,1,82,13,Borewell,6,2,0,468500,530000
Wakad,Yeola,19.71,Red,5,Agricultural,1,1,79,11.3,River,3,2,1,106500,109500
Harsul,Chandwad,1.06,Black,8,Agricultural,1,1,20,16,Well,1,1,0,99500,101500
Pathardi,Nashik,0.57,Black_Red_Mixed,8,Agricultural,1,1,76,21.7,None,4,2,0,426000,426500
Nandur Madhyameshwar,Sinnar,17.76,Black,10,Agricultural,0,1,27,26.2,River,5,0,0,221500,197000
Pathardi,Nashik,21.91,Black_Red_Mixed,6,Agricultural,1,1,35,18.6,None,3,0,0,426000,466500
Sonaj,Yeola,18.58,Black_Red_Mixed,7,Residential,1,0,39,0.4,Borewell,10,2,0,292000,279500
Panchak,Nashik,14.17,Black_Red_Mixed,6,NA,1,0,38,7.2,Well,4,0,1,902000,934000
Sinnar,Sinnar,3.78,Black,7,Agricultural,0,1,10,6.7,Borewell,2,5,0,162000,144500
Peth,Nashik,24.36,Black_Red_Mixed,8,Agricultural,1,1,42,15.2,River,5,1,1,589500,541000
Anandwalli,Nashik,23.18,Red,6,Commercial,1,0,75,4.5,Borewell,3,4,0,2679500,2948500
Devdhari,Sinnar,2.23,Red,3,NA,0,1,13,14.8,River,3,3,0,333000,325000
Peth,Nashik,8.74,Black,9,Agricultural,1,1,90,21.5,River,9,3,0,677000,746000
Vadner,Niphad,5.19,Black,8,Residential,1,1,43,7.2,None,8,5,0,388000,386000
Devpur,Niphad,8.74,Black,8,Agricultural,1,0,40,21.7,Borewell,1,4,0,239500,208500
Pathardi,Nashik,18.09,Black_Red_Mixed,7,Residential,1,0,94,15.5,River,8,1,0,1525500,1621000
Kadwa,Yeola,22.61,Black,9,NA,1,0,92,23.3,None,2,5,0,126500,121500
Umrane,Chandwad,19.05,Black_Red_Mixed,5,Residential,1,0,37,10.6,Well,4,3,0,142000,149000
Savargaon,Chandwad,8.22,Red,6,Agricultural,1,0,43,3.5,None,6,3,1,50500,50500
Chinchpada,Sinnar,1.65,Black_Red_Mixed,7,NA,0,1,34,18.6,Well,6,1,0,388500,346500
Ambad,Nashik,16.06,Black,7,Agricultural,1,0,67,8.4,Canal,5,2,0,645000,652500
Kelzar,Chandwad,16.35,Black_Red_Mixed,7,Agricultural,1,0,39,14.3,Canal,4,3,0,89500,103500
Sonaj,Yeola,18.95,Black,7,Agricultural,0,0,73,1.9,None,10,2,0,69000,71500
Kadwa,Yeola,4.5,Red,7,Commercial,1,0,18,1.6,Well,6,3,0,398500,397000
Anandwalli,Nashik,15.18,Black,10,Agricultural,1,0,12,15.7,Borewell,3,4,0,512500,551000
Yeola,Yeola,15.54,Red,7,Agricultural,1,1,98,11.8,Well,10,1,0,131500,133500
Mungse,Sinnar,21.73,Black,7,Residential,0,1,63,4.1,Well,2,4,0,444000,450500
Pimpalgaon Rotha,Yeola,23.26,Black_Red_Mixed,5,Agricultural,1,1,62,11.7,Borewell,3,0,0,135000,124500
Shirsathe,Sinnar,24.7,Black_Red_Mixed,5,Agricultural,1,1,13,23.1,Well,4,3,0,175500,178500
Ozar,Nashik,15.06,Black_Red_Mixed,6,Agricultural,0,1,41,17.3,Canal,1,3,0,470000,504000
Kasbe Sukene,Niphad,14.84,Red,4,Agricultural,0,1,81,17.5,Borewell,9,3,0,206000,194000
Chandanpuri,Sinnar,21.63,Black,8,Agricultural,1,1,23,22.3,Borewell,10,4,0,206500,227000
Chandori,Niphad,23.23,Black,10,Agricultural,0,1,76,10.4,None,1,4,0,169000,168000
Pale,Sinnar,11.55,Black_Red_Mixed,6,NA,1,1,93,3.1,None,3,5,0,352000,330000
Nandur Madhyameshwar,Sinnar,13.73,Black_Red_Mixed,6,NA,1,1,39,19.5,None,8,3,1,255000,273000
Nandur,Nashik,9.8,Red,4,Agricultural,1,0,67,10.9,Borewell,1,5,0,422000,413500
Ozar,Niphad,23.85,Black,7,Agricultural,1,1,79,19.4,Borewell,8,4,0,282500,297500
Panchak,Nashik,16.5,Black_Red_Mixed,8,Agricultural,1,1,100,2.2,Well,1,1,0,800000,783500
Bhojapur,Niphad,0.9,Black,8,NA,0,1,20,29.2,Well,2,3,0,401000,399500
Vadgaon,Nashik,10.1,Red,6,Agricultural,1,0,37,16.4,Canal,4,4,0,491000,508000
Raipur,Chandwad,6.81,Black_Red_Mixed,5,Agricultural,1,1,68,12.2,Borewell,9,2,0,99000,101000
Umrane,Chandwad,4.4,Black,9,NA,1,1,96,20.5,None,8,0,0,160500,138000
Umrane,Chandwad,11.84,Black,8,Agricultural,1,1,51,24.2,Canal,7,3,0,105500,97000
Umrane,Yeola,2.99,Black_Red_Mixed,5,Residential,1,0,39,26.4,Borewell,1,0,1,179500,191000
Kelzar,Chandwad,11.91,Black_Red_Mixed,5,Agricultural,0,0,41,20.7,Well,3,1,0,58000,57500
Karanjwan,Niphad,8.16,Black,9,Agricultural,1,1,93,21.2,Borewell,2,1,0,364000,350500
Pimpalgaon Dohe,Chandwad,9.19,Red,3,NA,0,1,82,23.6,Well,6,1,0,126000,114000
Ozar,Nashik,19.47,Black,8,Agricultural,1,1,13,24.9,Canal,3,3,0,625500,578000
Borgaon,Chandwad,9.43,Red,4,Agricultural,1,1,22,8.7,Borewell,1,3,0,89500,77000
Dwarka,Nashik,12.88,Red,7,NA,0,0,94,17.5,None,7,4,0,488500,485000
Pachegaon,Yeola,13.91,Black,10,Agricultural,0,1,73,3,Borewell,7,2,0,134000,128500
Harsul,Chandwad,21.95,Black,10,Agricultural,1,0,86,3.1,Canal,8,3,0,120000,112000
Ozar,Niphad,24.05,Black_Red_Mixed,8,Agricultural,1,1,89,10.3,River,5,1,1,323000,321500
Nandur Madhyameshwar,Sinnar,5.94,Black_Red_Mixed,8,Residential,1,0,75,0.2,Borewell,2,2,0,600000,600000
Pimpalgaon Rotha,Yeola,16.41,Red,6,Residential,1,1,49,19.1,Borewell,1,2,0,244500,280500
Uchit,Chandwad,23.31,Black,10,Agricultural,1,1,98,5.8,Borewell,9,3,0,120000,107500
Tarsa,Sinnar,21.51,Red,3,Residential,1,0,69,9.5,None,4,1,0,271500,293500
Abhona,Niphad,2.95,Red,3,Agricultural,0,0,45,6.9,Borewell,10,3,0,182000,194500
Watane,Niphad,20.31,Black_Red_Mixed,5,Agricultural,0,1,36,21.3,Borewell,6,3,0,203000,192000
Ozar,Nashik,4.11,Black,7,Agricultural,1,1,52,8,Borewell,3,3,0,648500,657500
Pachegaon,Yeola,20.15,Red,3,Commercial,1,1,84,4,Canal,4,0,0,500000,484000
Tambepada,Niphad,5.37,Black_Red_Mixed,7,NA,1,0,92,29.9,Well,1,3,0,462500,468500
Deolali,Nashik,10.4,Black_Red_Mixed,6,Residential,0,0,57,24.8,Canal,3,4,0,1105500,1222500
Nandur,Nashik,12.61,Black_Red_Mixed,5,Agricultural,1,1,29,14.2,Well,5,4,1,383500,400000
Sonaj,Yeola,18.04,Red,3,Agricultural,1,1,62,18.2,None,6,1,1,60000,62000
Kasarwadi,Niphad,19.05,Black,10,Residential,0,1,70,21.5,Canal,10,3,0,675000,654500
Palkhed,Niphad,3.06,Red,4,NA,1,1,76,2.1,Borewell,4,4,0,616000,552000
Dwarka,Nashik,6.52,Black_Red_Mixed,7,NA,1,1,15,24.2,Well,5,4,0,943500,929500
Pimpalgaon Khamb,Nashik,21.43,Red,3,Agricultural,0,0,80,14.3,Canal,10,4,0,353000,383000
Chinchpada,Sinnar,21.69,Black,9,Residential,1,0,59,17.4,None,10,5,0,259000,231500
Peth,Nashik,17.07,Black,7,Agricultural,0,1,69,15,Borewell,9,0,0,552000,511000
Darna,Niphad,5.71,Black,10,Residential,1,0,28,17,Canal,6,1,0,684000,690000
Vinchur,Niphad,23.43,Black_Red_Mixed,5,Residential,0,0,41,4.3,Well,9,4,0,425000,395500
Yeola,Yeola,7.77,Black,8,Agricultural,0,0,95,24.8,Borewell,6,2,0,87500,82500
Pimpalgaon Khamb,Nashik,18.88,Black,9,Residential,1,0,98,2.2,River,2,0,0,2148500,2085000
Kotamgaon,Nashik,12.24,Black_Red_Mixed,8,Agricultural,1,1,52,28.2,River,7,0,0,729500,660000
Pimpalgaon Dohe,Chandwad,1.66,Black,8,Commercial,1,0,48,27.7,Borewell,2,3,0,296000,276000
Kalwan,Chandwad,22.53,Red,4,Agricultural,0,1,14,2.6,Canal,5,1,0,94000,98500
Thengode,Niphad,13.52,Black_Red_Mixed,8,Agricultural,1,1,88,29,River,4,3,0,320500,291000
Shirasgaon,Yeola,1.11,Black,7,Agricultural,1,0,84,27,Canal,1,5,0,97500,86500
Harsul,Chandwad,1.91,Black,7,Commercial,1,1,90,21.2,Well,4,4,0,299000,286000
Shedbol,Yeola,13.57,Black,9,Commercial,1,0,52,23.2,Canal,9,5,0,370500,389500
Abhona,Niphad,15.9,Black_Red_Mixed,8,Residential,1,1,95,13.5,River,4,1,0,775000,764500
Darna,Niphad,17.91,Black,8,NA,0,0,10,27.8,Borewell,7,5,0,326000,315500
Nashik Road,Nashik,9.1,Black_Red_Mixed,6,Commercial,0,1,56,21.7,Well,6,5,0,2115500,2122000
Vadgaon,Nashik,18.48,Black,9,Commercial,1,1,19,4.8,Well,1,1,0,3567500,3131500
Satpur,Nashik,15.09,Black,10,Agricultural,1,0,28,8.1,Borewell,7,2,0,637000,659000
Nandur,Nashik,1.61,Black_Red_Mixed,6,Agricultural,1,1,49,13.9,Well,7,5,0,467000,479500
Kalwan,Chandwad,2.03,Black,10,Residential,0,0,58,11.5,River,4,3,0,181500,176500
Dwarka,Nashik,7.8,Black_Red_Mixed,7,Agricultural,1,1,19,5.4,Canal,8,5,0,631500,676000
Nandgaon,Chandwad,3.56,Black_Red_Mixed,6,Agricultural,0,0,84,18.4,River,8,3,0,65500,60500
Tarsa,Sinnar,16.55,Red,7,Agricultural,0,1,62,21.2,Borewell,8,2,0,179000,193000
Niphad,Niphad,7.53,Black,10,Agricultural,1,0,76,28.1,Canal,5,4,0,287000,290000
Dwarka,Nashik,7.08,Black,10,Agricultural,1,0,99,23.6,Canal,7,2,0,668000,652500
Karanjwan,Niphad,6.76,Black,8,Agricultural,1,1,48,14,Well,2,3,1,234000,233500
Gangapur,Nashik,23,Red,4,NA,0,0,13,12.1,River,9,0,0,811000,805000
Panchak,Nashik,8.44,Black,8,Commercial,0,1,56,19.5,Borewell,10,0,0,3345000,3630500
Jategaon,Sinnar,20.36,Black,9,Residential,1,0,16,10.3,Borewell,5,2,0,470500,435000
Yeola,Yeola,18.38,Black_Red_Mixed,8,Agricultural,1,0,50,17.1,Canal,4,4,0,107500,102000
Wadivarhe,Sinnar,8.59,Black_Red_Mixed,6,Agricultural,1,1,17,5.1,Borewell,9,5,0,210500,226000
Harsul,Chandwad,4.23,Black_Red_Mixed,6,Agricultural,1,0,74,18.2,None,7,5,0,46500,44500
Borgaon,Chandwad,13.91,Red,5,Commercial,1,1,34,29,River,2,2,0,335000,356000
Nandur,Nashik,9.87,Black_Red_Mixed,7,Agricultural,0,1,46,6.9,Borewell,3,3,1,414500,464000
Pathardi,Nashik,20.35,Red,6,Residential,1,0,52,28,Well,2,3,1,884000,859000
Devdhari,Sinnar,7.86,Black,10,Agricultural,1,1,19,14.2,Canal,10,3,1,218000,228500
Umrane,Chandwad,18.79,Black_Red_Mixed,5,Agricultural,1,1,29,13.7,Well,3,3,0,81000,74500
Darna,Niphad,22.47,Black_Red_Mixed,7,Agricultural,1,1,29,3.3,Borewell,6,5,0,308500,325000
Chinchpada,Sinnar,13.51,Black,10,NA,1,1,98,16.8,Canal,9,2,0,600000,600000
Ozar,Nashik,22.3,Black,9,Commercial,1,1,68,6,None,6,5,0,2051500,2119500
Girnare,Nashik,24.75,Black_Red_Mixed,5,Agricultural,1,0,12,3.8,River,4,1,0,619500,591500
Saptashringi,Chandwad,5.59,Red,6,Residential,1,0,87,15,None,10,3,0,108500,96000
Nandur,Nashik,9.32,Red,5,Commercial,1,1,20,20.3,Well,4,2,0,2588000,2679000
Panchak,Nashik,22.65,Black_Red_Mixed,7,Agricultural,1,1,37,24.7,Borewell,5,0,0,667500,571000
Lasalgaon,Niphad,14.81,Red,4,Agricultural,1,1,71,5,River,9,5,1,233000,228000
Kalwan,Chandwad,4.58,Red,6,Commercial,1,0,82,12.5,Canal,5,1,0,351500,374500
Wadivarhe,Sinnar,18.92,Red,3,Agricultural,1,1,30,12.7,Borewell,6,3,0,189500,192000
Shirsathe,Sinnar,20.19,Black,8,NA,1,0,96,23.1,River,5,5,0,428500,487000
Pimpalgaon Baswant,Niphad,7.07,Black,7,Agricultural,0,1,96,11.9,None,9,2,1,140000,150000
Abhona,Niphad,8.36,Black_Red_Mixed,8,Agricultural,1,1,29,4.6,Borewell,1,0,0,400000,381500
Deher,Chandwad,18.1,Black_Red_Mixed,8,NA,0,0,44,4.2,Borewell,9,5,1,108000,108000
Saundane,Niphad,23.65,Black,10,Commercial,1,1,32,2.1,Well,5,5,0,1174500,1170500
Malegaon,Sinnar,16.14,Black,7,Residential,1,0,20,28.7,Well,3,1,0,403000,358500
Trimbak Road,Nashik,12.81,Red,6,Residential,1,1,96,19,Borewell,7,2,0,1535500,1434500
Wadangali,Sinnar,10.69,Black_Red_Mixed,6,Agricultural,1,1,14,16.3,None,1,1,0,150500,144500
Deher,Chandwad,0.86,Black_Red_Mixed,8,Residential,1,0,80,5.9,Borewell,9,0,0,231500,198500
Waghad,Nashik,3.85,Black_Red_Mixed,7,Agricultural,1,1,48,27.8,Well,5,0,0,612500,614500
Peth,Nashik,9.57,Red,3,Residential,1,0,38,5.2,None,10,1,0,847500,832500
Darna,Niphad,12.21,Black,7,Residential,0,0,53,25.6,Canal,1,4,0,477000,421000
Kotamgaon,Nashik,17.05,Red,5,NA,1,1,77,16.1,None,1,4,0,673000,692000
Pimpalgaon Khamb,Nashik,2.42,Black_Red_Mixed,8,Residential,1,0,41,0.4,Borewell,1,0,1,1663000,1746500
Deolali,Nashik,19.35,Black,8,Agricultural,1,1,60,10.6,Well,3,1,0,668000,678500
Pimpalgaon Baswant,Niphad,23.12,Black_Red_Mixed,6,Commercial,1,0,22,28.2,Canal,10,4,0,874000,854000
Vadner,Niphad,6.8,Black,9,Agricultural,1,0,61,13,None,2,2,0,196000,204000
Vinchur,Niphad,3.57,Red,6,Residential,1,0,79,11.7,Canal,9,1,0,638500,669000
Kelzar,Chandwad,3.19,Black,7,Residential,1,0,54,11.4,Borewell,6,0,0,201000,205500
Lasalgaon,Niphad,13.92,Black,10,Commercial,0,1,24,6.1,Borewell,9,5,0,1020000,961000
Uchit,Chandwad,24.57,Black,7,Residential,1,1,17,22.4,Well,10,2,0,179500,183000
Nashik Road,Nashik,12.44,Black,10,Residential,1,0,10,21,River,10,5,0,1209500,1310500
Nandur,Yeola,22.44,Red,3,Residential,0,0,39,14.5,Borewell,7,5,0,139500,133500
Nandur,Nashik,22.8,Black_Red_Mixed,8,Agricultural,0,0,14,23.6,Well,2,0,0,405500,465000
Ozar,Niphad,20.9,Black,7,Agricultural,0,0,83,7.2,River,5,0,0,274500,264500
Vithapur,Yeola,24.73,Black_Red_Mixed,6,Agricultural,1,0,39,17.7,Borewell,9,4,0,90000,90000
Kasbe Sukene,Niphad,23.26,Black,7,Agricultural,1,1,95,12,None,10,0,0,246000,234500
Thergaon,Chandwad,15.51,Black,10,Residential,1,1,69,15.9,Well,6,1,1,185000,188000
Wakad,Yeola,24.68,Black,9,Residential,1,0,68,18.9,Borewell,9,5,0,200000,175500
Pachegaon,Yeola,19.93,Black,9,Commercial,1,0,42,1.3,Well,9,5,0,396000,381000
Trimbak Road,Nashik,22.88,Black,8,NA,0,0,10,26.8,Canal,5,4,0,756500,698500
Kasarwadi,Niphad,20.92,Red,7,Agricultural,1,1,11,16.8,Well,3,2,0,275000,277500
Borgaon,Chandwad,8.43,Red,7,Agricultural,1,1,38,11.1,Borewell,8,4,0,94000,100500
Pachegaon,Yeola,0.54,Red,3,Residential,0,1,76,17.1,River,5,2,0,210000,219500
Karanjkhed,Yeola,2.48,Black_Red_Mixed,5,Residential,1,1,54,20.4,Borewell,5,4,0,209500,174500
Malegaon,Sinnar,1.42,Black,9,Agricultural,1,1,83,26.2,Borewell,1,3,0,239000,273000
Girnare,Nashik,0.59,Black_Red_Mixed,7,Residential,1,1,47,5,Well,5,3,1,1226500,1252000
Nandgaon,Chandwad,15.09,Black,9,Residential,1,0,84,0.8,Canal,6,1,0,250000,236500
Chinchpada,Sinnar,5.29,Black_Red_Mixed,6,Agricultural,1,1,56,27.5,None,2,1,0,151000,152500
Thengode,Niphad,18.63,Black,9,Agricultural,0,0,82,6.7,Well,7,4,0,209000,211500
Kherwadi,Sinnar,16.51,Black_Red_Mixed,8,Agricultural,0,0,39,27.7,None,2,4,0,88500,84500
Pandavleni,Sinnar,11.77,Black,10,Residential,1,1,55,10.8,Borewell,10,1,0,600000,600000
Ozar,Niphad,23.62,Black_Red_Mixed,8,Agricultural,1,0,49,0.1,Well,10,4,0,300000,287000
Ozar,Niphad,4.25,Black,8,Agricultural,1,1,19,3,Canal,9,3,0,394000,383000
Jategaon,Sinnar,13.7,Black,7,Commercial,0,0,55,29,Canal,6,3,1,582000,554000
Ozar,Niphad,13.54,Black_Red_Mixed,8,Residential,0,1,18,17.5,None,4,5,1,261000,235000
Khamgaon,Yeola,17.01,Red,6,NA,1,0,56,22.4,Borewell,5,0,0,221500,224000
Kotamgaon,Nashik,6.22,Black,7,Agricultural,1,1,47,2,Borewell,3,4,0,694500,723000
Adgaon,Nashik,20.58,Black,10,Residential,1,0,33,6.8,Borewell,2,3,0,1479000,1532500
Saikheda,Sinnar,3.17,Black_Red_Mixed,5,Agricultural,1,1,12,4.7,Borewell,1,2,1,199500,211000
Pale,Sinnar,11.63,Red,7,Agricultural,0,1,27,7.4,None,1,4,0,113000,115500
Shirsathe,Sinnar,10.25,Black_Red_Mixed,7,Residential,0,1,59,24,River,6,4,0,431500,415500
Nandur,Nashik,21.03,Red,6,Agricultural,0,0,38,21.9,Borewell,2,3,0,360500,381500
Shirasgaon,Yeola,6.08,Red,4,Agricultural,1,1,25,27.3,Canal,2,4,0,100500,91000
Pachegaon,Yeola,2.47,Black_Red_Mixed,6,Agricultural,1,1,78,14.9,Canal,2,2,0,136000,127500
Vadgaon,Nashik,16.37,Black_Red_Mixed,8,Agricultural,0,1,91,19.8,Borewell,8,5,0,427500,398500
Peth,Nashik,24.02,Red,5,Residential,1,0,29,20.5,None,5,3,0,723000,777500
Deolali,Nashik,1.65,Black_Red_Mixed,5,NA,1,0,29,11.5,Canal,6,4,0,940000,1002000
Chandori,Niphad,13.72,Red,7,Residential,0,0,75,29.9,River,6,3,0,498000,515000
Panchak,Nashik,9.38,Black_Red_Mixed,7,Commercial,1,1,69,28.7,Well,7,0,0,3264500,3509500
Deolali,Nashik,24.59,Red,5,Agricultural,1,1,13,18.9,Well,8,3,0,475000,446000
Kadwa,Yeola,4.47,Black,7,Agricultural,1,0,48,6.8,Borewell,1,4,1,87000,89000
Satpur,Nashik,16.91,Black_Red_Mixed,7,Agricultural,1,1,46,3.4,River,8,1,0,800000,793000
Shedbol,Yeola,5.84,Black_Red_Mixed,6,Agricultural,0,1,42,17.4,Canal,10,2,0,99500,105500
Deher,Chandwad,22.72,Black,9,Residential,1,1,89,17.2,Borewell,5,0,1,208500,207000
Deolali,Nashik,7.4,Black_Red_Mixed,6,Residential,0,1,75,8.9,River,1,3,1,1170000,1138500
Tarsa,Sinnar,7.68,Black,7,NA,1,1,41,23.5,Well,8,4,0,424000,440000
Devpur,Niphad,23.94,Black_Red_Mixed,5,Residential,0,1,46,10,Well,6,5,0,423000,449000
Kasarwadi,Niphad,9.88,Black,7,Residential,1,1,74,26.6,Canal,6,3,0,665000,634000
Harsul,Chandwad,9.05,Red,4,Agricultural,1,0,56,10.9,Canal,1,0,1,80500,80000
Darna,Niphad,8.65,Black,8,Agricultural,0,1,48,1.2,None,2,0,0,232000,215000
Panchak,Nashik,13.11,Black_Red_Mixed,7,Agricultural,1,0,49,19.1,Borewell,10,3,0,499500,412000
Mhasrul,Nashik,7.92,Black,10,Residential,1,1,67,28.9,River,10,0,0,1999000,2027000
Anandwalli,Nashik,5,Red,4,Agricultural,1,1,37,2.3,Borewell,2,5,0,564000,588000
Lasalgaon,Niphad,5.62,Black_Red_Mixed,6,Commercial,1,1,13,26.7,None,8,4,0,611000,622000
Pachegaon,Yeola,21.51,Black_Red_Mixed,8,Commercial,1,1,59,28.2,Canal,9,2,1,413500,357000
Nandur,Yeola,10.98,Black,8,Agricultural,1,1,72,4.3,Borewell,1,0,1,142500,139000
Peth,Nashik,7.8,Red,4,Agricultural,1,1,76,8,Canal,9,2,0,674000,569500
Mhasrul,Nashik,21.47,Black,9,Residential,0,1,53,23.1,Canal,6,4,0,1446000,1584500
Nashik Road,Nashik,1.12,Black,8,Agricultural,0,1,87,4.2,Canal,7,0,1,605500,559500
Pimpalgaon Khamb,Nashik,9.03,Black_Red_Mixed,7,Agricultural,0,1,21,24.8,None,8,5,1,202500,220500
Vani,Chandwad,7.7,Black,10,Agricultural,0,1,71,22.9,Borewell,5,5,0,72500,77500
Niphad,Niphad,12.66,Black,8,NA,1,0,23,6.2,Well,10,3,0,506500,474500
Raipur,Chandwad,14.92,Red,5,Agricultural,0,1,37,2.8,Well,10,0,0,88500,81500
Shedbol,Yeola,4.58,Black,9,Agricultural,1,1,42,5.8,Well,9,4,0,124000,127000
Niphad,Niphad,23.12,Black,8,Agricultural,1,1,67,13.9,River,7,3,1,273000,257000
Darna,Niphad,9.42,Red,7,Agricultural,0,0,74,9.4,Borewell,2,3,1,175500,177000
Watane,Niphad,6.52,Red,4,Agricultural,1,0,94,22.3,Borewell,8,4,0,215500,208000
Nandur,Yeola,5.26,Black_Red_Mixed,8,Agricultural,1,1,85,20.1,Canal,10,4,0,128000,112000
Devdhari,Sinnar,21.86,Black_Red_Mixed,6,Agricultural,1,0,54,19.4,River,1,4,0,177500,150000
Kalwan,Chandwad,5.09,Black,10,Agricultural,1,1,100,8.3,Borewell,10,4,0,115500,117500
Lasalgaon,Niphad,7.48,Black_Red_Mixed,6,Agricultural,1,1,59,26.4,River,5,3,0,289500,278000
Vadgaon,Nashik,21.32,Black_Red_Mixed,6,Agricultural,0,1,57,3.9,Borewell,2,5,0,461500,443500
Panchak,Nashik,9.05,Black_Red_Mixed,5,Agricultural,1,1,81,15.9,Well,9,5,0,455000,477000
Vinchur,Niphad,6.12,Black,7,Agricultural,1,1,32,9.7,Borewell,5,2,0,328500,355500
Watane,Niphad,10.2,Black_Red_Mixed,5,Residential,1,1,93,6.5,Borewell,8,0,1,613000,601500
Mhasrul,Niphad,2.7,Black,8,Commercial,1,1,45,21.3,Canal,6,5,0,1067000,1041500
Mangi,Chandwad,19,Black,7,Agricultural,1,0,74,13.7,Well,9,0,1,76000,78500
Panchak,Nashik,2.07,Black,9,Agricultural,1,0,66,4.4,Canal,5,1,0,791500,716500
Lasalgaon,Niphad,22.29,Black_Red_Mixed,5,Agricultural,1,1,32,24.5,Borewell,5,2,0,275500,280000
Pimpalgaon Baswant,Niphad,17.73,Black,10,Agricultural,0,1,80,19.9,River,5,0,0,316500,328500
Adgaon,Nashik,13.06,Red,3,NA,1,1,12,23.5,None,10,3,0,602500,631000
Jategaon,Sinnar,1.17,Black_Red_Mixed,8,NA,1,1,83,20.9,Borewell,2,4,1,413500,357500
Mhasrul,Niphad,11.62,Black_Red_Mixed,7,Agricultural,0,1,97,3.7,River,2,3,1,243000,230000
Deolali,Nashik,16.97,Black_Red_Mixed,8,Agricultural,1,1,52,3.6,Well,3,0,0,792000,743500
Chandanpuri,Sinnar,3.86,Black_Red_Mixed,8,NA,1,0,53,28.4,Borewell,2,5,0,389500,392000
Mhasrul,Niphad,19.68,Black_Red_Mixed,5,Agricultural,1,0,58,20.4,River,8,4,0,227000,234500
Deolali,Nashik,14.1,Black,9,NA,1,1,57,13.8,Borewell,7,4,0,1199000,1324500
Ozar,Niphad,2.57,Red,4,Residential,0,0,59,16.8,Canal,7,4,0,429000,414000
Adgaon,Nashik,20.38,Black_Red_Mixed,7,Agricultural,0,1,47,10.5,Canal,3,5,0,459500,443500
Nandur Madhyameshwar,Sinnar,4.56,Black_Red_Mixed,8,Residential,1,1,34,1.4,Canal,5,5,0,600000,600000
Harsul,Chandwad,7.06,Black_Red_Mixed,6,Residential,1,1,30,4.6,River,10,5,0,192000,196000
Dwarka,Nashik,3.19,Black,9,Agricultural,1,0,27,23.9,Borewell,7,3,0,516500,562500
Panchak,Nashik,16.28,Black,10,Agricultural,0,1,95,7.3,River,6,5,1,443500,452500
Raipur,Chandwad,5.29,Black_Red_Mixed,6,NA,1,1,16,8.4,Canal,7,3,0,203500,187000
Ozar,Nashik,18.07,Red,7,Commercial,1,1,37,13.6,Canal,1,0,0,3817000,3461000
Uchit,Chandwad,0.29,Black_Red_Mixed,6,Commercial,1,1,72,0.2,Canal,8,3,0,400000,356500
Vadner,Niphad,22.36,Black,8,Commercial,0,0,26,18.7,Borewell,3,0,0,996500,1042500
Pimpalgaon Baswant,Niphad,11.93,Red,3,Agricultural,0,1,95,22,Borewell,1,4,0,184500,200000
Mhasrul,Niphad,21.39,Red,3,Agricultural,0,0,68,3.2,River,9,5,0,186500,210500
Karanjwan,Niphad,18.73,Black,7,Residential,1,0,73,19.1,Canal,10,4,1,443000,469000
Peth,Nashik,24.98,Black,10,Agricultural,1,1,48,12.5,Well,9,1,0,696000,752500
Bhojapur,Niphad,10.12,Red,4,Residential,0,1,69,2.9,Canal,8,2,0,687000,659000
Waghad,Nashik,13.73,Red,3,Commercial,1,1,29,8.2,Borewell,2,3,0,2592500,2382500
Pimpalgaon Rotha,Yeola,20.06,Black,7,Residential,0,1,16,13.7,Borewell,2,0,0,253000,268000
Wakad,Yeola,16.32,Black_Red_Mixed,8,Residential,0,1,70,5.5,Borewell,1,3,0,260500,268000
Nandur,Yeola,20.18,Red,4,Agricultural,0,1,48,0.2,Well,7,4,0,91500,92000
Panchak,Nashik,20.26,Black_Red_Mixed,8,Agricultural,0,1,68,27.2,Borewell,8,5,0,410000,421000
Chinchpada,Sinnar,14.34,Black,7,Agricultural,1,0,66,8.5,Borewell,6,3,0,209500,214000
Umbarkhed,Sinnar,17.07,Black,8,Residential,0,0,21,3.1,Borewell,9,0,1,437000,476500
Saptashringi,Chandwad,20.58,Black_Red_Mixed,5,Agricultural,0,1,82,8.8,Well,4,5,0,61000,66500
Deolali,Nashik,10.55,Red,7,Agricultural,1,1,66,24,River,7,5,1,441000,458000
Niphad,Niphad,7.18,Black_Red_Mixed,7,Residential,0,0,91,8.5,River,6,3,0,543500,575500
Kalwan,Chandwad,15.19,Black,7,Residential,0,1,59,6.3,Well,8,2,0,188500,195500
Malegaon,Sinnar,15.59,Black_Red_Mixed,7,Residential,1,1,58,19.8,Well,7,3,1,363000,351500
Vani,Chandwad,5.69,Black_Red_Mixed,5,Agricultural,1,1,45,27.3,Borewell,5,1,0,95000,100000
Pathardi,Nashik,18.64,Black,8,Residential,0,1,98,19.1,Borewell,7,0,0,1680000,1516000
Pimpalgaon Khamb,Nashik,4.99,Red,3,Residential,0,1,89,28.7,Borewell,6,0,0,1342500,1441500
Deolali,Nashik,8.24,Black_Red_Mixed,6,Agricultural,1,1,83,22.6,Borewell,8,4,0,539000,494000
